Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
CX Systems & Automation Design,2025-11-19,https://jobright.ai/jobs/info/691e73de3f782d2f1afb4b8a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Dallas Fort Worth
Denver, Colorado
Belmont",RingCentral,1001-5000,"Cloud Computing,Collaboration","$75,600-$108,000 /yr","1. Bachelor's degree in Business, Industrial Engineering, Information Systems, or related field (or equivalent experience)
2. Strong process thinking—you naturally see workflows, bottlenecks, and optimization opportunities
3. Technical aptitude with enthusiasm for AI tools, automation, and data analysis
4. Comfort with ambiguity and ability to structure problems independently
5. Excellent communication skills—you can explain complex processes to both technical and executive audiences
...",not sure,
Technology Specialist I,2025-11-19,https://jobright.ai/jobs/info/691e7068a49a885af9a285ea?utm_source=1100&utm_campaign=Software Engineering,On Site,"Manhattan, KS",Purple Wave Auction,101-250,"E-Commerce,Internet",$19-$25 /hr,"1. High school diploma or GED required.
2. 1–2 years of IT support experience or formal training in a related field.
3. Basic knowledge of Windows, macOS, and mobile operating systems.
4. Strong communication and interpersonal skills.
5. Spanish speaking bi-lingual candidates are encouraged to apply.
...",not sure,
"Software Engineer, New Grad",2025-11-19,https://jobright.ai/jobs/info/691e701a3f782d2f1afb47e8?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Mateo, CA",IXL Learning,1001-5000,"Art,Education",$110K-$135K /yr,"1. Bachelor's or advanced degree in computer science or a related discipline
2. Excellent programming skills
3. Strong analytical-reasoning and problem-solving skills
4. Ability to work both independently and with a wide variety of teams
5. Knowledge of Unix, Python, Java, SQL, or JavaScript is a plus
...",yes,yes
Software Test Engineer I,2025-11-19,https://jobright.ai/jobs/info/691e6fe009cc522e87739a75?utm_source=1100&utm_campaign=Software Engineering,On Site,"Salt Lake City, Utah, United States",BioFire Defense,101-250,Biotechnology,$77000-$82000 /yr,"1. Requires a B.S. in Computer Science or related equivalent experience and 0-3 years of industry experience.
2. Requires experience writing and maintaining object-oriented software.
3. Experience with one or more of the following computer languages: C#, JavaScript / TypeScript, Java, C++, or MATLAB.
4. C#, JavaScript / TypeScript, Java, C++, or MATLAB experience.
5. Object-oriented design practices.
...",no,yes
Applied Scientist (DPX),2025-11-19,https://jobright.ai/jobs/info/691e6f9809cc522e87739a2b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Mountain View, CA",LinkedIn,10000+,"Professional Networking,Recruiting",$114K-$189K /yr,"1. Bachelor's Degree in a quantitative discipline: Statistics, Operations Research, Computer Science, Informatics, Engineering, Applied Mathematics, Economics, etc.
2. 1+ years of industry or relevant academia experience
3. Background in at least one programming language (eg. R, Python, Java, Ruby, Scala/Spark or Perl)
4. Experience in applied statistics and statistical modeling in at least one statistical software package, (eg. R, Python)",not sure,
🚀 Game Developer (Remote) Full-Time,2025-11-19,https://jobright.ai/jobs/info/691e6f7fa49a885af9a28533?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,APPS,11-50,"Gaming,Information Technology",,"1. Experience in mobile game development on Unity3D.
2. Experience in short and rapid development periods.
3. Ability to write clean, reusable, optimized code.
4. Strong grasp of game feeling and juiciness concepts.
5. Knowledge of physics-based game development.
...",not sure,
"Service Desk Technician (On-Site – Jackson, WY)",2025-11-19,https://jobright.ai/jobs/info/691e6e4da49a885af9a284f3?utm_source=1100&utm_campaign=Software Engineering,On Site,"Jackson, Wyoming, United States",Mission Technology Solutions,1-10,,$22-$28 /hr,"1. Strong service-oriented mindset; patient and customer-focused
2. Outstanding communication skills, both verbal and written — able to communicate clearly with a wide range of people
3. Good problem-solving and time management skills
4. Highly organized with strong attention to detail
5. Willingness to work collaboratively as part of a team",not sure,
ERP & Data Systems Specialist - SSC,2025-11-19,https://jobright.ai/jobs/info/691fcd6c3f782d2f1afc05ed?utm_source=1100&utm_campaign=Software Engineering,On Site,"9645 Granite Ridge Dr, San Diego, CA 92123, USA","Event Network, LLC",1001-5000,"Communities,Gift",$32.69-$43.27 /hr,"1. Bachelor’s degree in Management Information Systems (MIS), Computer Information Systems (CIS), Computer Science, or a related field.
2. 0–3 years of experience with SQL development, ERP systems, or reporting tools (e.g., Jet Reports, SSRS, Power BI).
3. Foundational understanding of relational databases and data-driven problem solving.
4. Genuine interest in business operations and process improvement.
5. Ability and willingness to learn new systems, tools, and development concepts.
...",not sure,yes
Network/Specialist Technician,2025-11-19,https://jobright.ai/jobs/info/691e887c09cc522e8773abd0?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fairmont, WV","Global Science & Technology, Inc",251-500,Information Technology,$55K-$60K /yr,"1. A.S. or higher degree in Information Systems or related field
2. 1+ year of hands-on experience with computers and networking
3. Demonstrated skill working with entry-level users to resolve problems
4. PC Hardware diagnostics/troubleshooting
5. Printer/Scanner diagnostics/troubleshooting
...",not sure,
Tier I Support Desk Technician,2025-11-19,https://jobright.ai/jobs/info/691e688c3f782d2f1afb469d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Worth, Texas, United States","TriQuest Technologies, Inc.",11-50,"Cloud Computing,Information Technology",$50000-$Infinity /yr,"1. Bachelor’s degree (4-year degree is mandatory, sorry no exceptions)
2. CompTIA A+ Core Series Certification (required within 90 days of employment)
3. Commitment to 4 hours professional and technical learning weekly
4. Professional demeanor and customer service experience
5. Extreme attention to detail and excellent communication and interpersonal skills
...",not sure,
Technology Support Contractor,2025-11-19,https://jobright.ai/jobs/info/691e67cc3f782d2f1afb45ec?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hermitage, TN",DTI (Diversified Technology Inc.),,,$20.22-$20.22 /hr,"1. Technical Service Desk
2. Entry Level (0-2 years experience)
3. Providing technical assistance and support for incoming queries and issues related to computer systems, software, and hardware.
4. Diagnosing and resolving technical hardware and software issues.
5. Installing, configuring, and maintaining computer hardware, software, systems, networks, printers, and scanners.
...",not sure,yes
IT Engineer I,2025-11-19,https://jobright.ai/jobs/info/691e65a5a49a885af9a2832b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Richmond, VA",SimpliSafe,1001-5000,"Consumer Electronics,Home Improvement",$58K-$86K /yr,"1. 1–2 years of IT experience and a strong desire to learn and grow in a dynamic environment.
2. Ability to onboard and train M-F for the first 4 weeks of employment before moving to your new shift.
3. Solid Mac and Windows skills, with the ability to approach common issues in multiple ways.
4. Familiarity with SaaS administration (e.g., Google Workspace) and comfort navigating Chrome enterprise environments.
5. Excellent analytical and troubleshooting abilities, with strong written and verbal communication.
...",not sure,
Case Management Analyst – Junior,2025-11-19,https://jobright.ai/jobs/info/691ea75a3f782d2f1afb64df?utm_source=1100&utm_campaign=Software Engineering,On Site,"Arlington, VA",Cayuse Holdings,251-500,Finance,$92K-$98K /yr,"1. Bachelor’s Degree in a related discipline such as Homeland Security or Business.
2. Additional two (2) years of experience with an Associate’s Degree may be substituted for a Bachelor’s Degree.
3. Additional (4) four years of military and/or similar experience with a high school diploma may be may be substituted for a Bachelor’s Degree.
4. Expertise in research, analysis, and writing skills with the ability to perform triage on questions, issues, or events in a time sensitive environment.
5. Active contributor to projects, or project steps within a broader project, and maintain accountability for on-going activities or objectives.
...",no,yes
2026 Full-time - Software Engineer II - Onsite (CO),2025-11-19,https://jobright.ai/jobs/info/6923db987795cd460c839b36?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Aurora, CO",Raytheon,501-1000,"Intellectual Property,Internet",$66K-$130K /yr,"1. Masters Degree in Computer Science, Computer Engineering, or Software Engineering (STEM) obtained by December 2025.
2. This position requires 12 months or less of relevant professional work experience (excluding Internships).
3. Experience developing object-oriented software using Java or C++.
4. The ability to obtain and maintain a U.S. government issued TS/SCI security clearance is required. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance.",no,yes
Generative AI Specialist - Humanities (English and Danish),2025-11-19,https://jobright.ai/jobs/info/691fc1e23f782d2f1afbfe7e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Portland, OR",Synodex,51-100,"Apps,Information Services",$25-$25 /hr,"1. A Bachelor’s degree or higher in a humanities specialization is required.
2. Professional or Expert level proficiency (C1/C2) in English and Danish",no,
Account Manager,2025-11-19,https://jobright.ai/jobs/info/691e620f3f782d2f1afb447c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fairfield, NJ",Corporate Technologies LLC,251-500,"Consulting,Education",$45K-$90K /yr,"1. Preferred experience in customer service, an education in Information Technology or an understanding in IT is a plus.
2. Ability to organize and manage multiple priorities.
3. Problem analysis and problem resolution at both a strategic and functional level.
4. Excellent listening, negotiation, and presentation abilities.
5. Strong verbal and written communication skills needed.
...",not sure,
Software Engineer - Junior / Mid / Senior / SME - 26129,2025-11-19,https://jobright.ai/jobs/info/691e614f3f782d2f1afb443e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Wright-Patterson Air Force Base, OH","Mission Technologies, a division of HII",5001-10000,,$57K-$148K /yr,"1. Working knowledge with HTML, XML, JavaScript, TypeScript, and CSS
2. Working knowledge of Web API or similar Service-Oriented Architecture (SOA) frameworks
3. Working knowledge with Continuous Integration/Continuous Delivery tools
4. Secret Security Clearance to start
5. Must be able to obtain and maintain a TS/SCI clearance with enhanced security check
...",no,yes
"Associate AI/ ML Engineer - Eden Prairie, MN",2025-11-19,https://jobright.ai/jobs/info/691e608ba49a885af9a28180?utm_source=1100&utm_campaign=Software Engineering,On Site,"Eden Prairie, MN",UnitedHealth Group,10000+,"Health Care,Hospital",$59K-$105K /yr,"1. Undergraduate degree
2. 1+ years of experience developing and delivering statistical models, ML or AI solutions
3. Experience with data engineering with an affinity for developing code from the command line
4. Fluency in Python
5. GenAI experience
...",not sure,
Technical Support Representative - Remote,2025-11-19,https://jobright.ai/jobs/info/691e5fd7a49a885af9a2812d?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
United States
United States - Remote",Commerce,1001-5000,,$19-$21 /hr,"1. A work ethic that demonstrates dedication to the company, its mission, and the team; a desire to work in a culture of excellence
2. Experience in a customer-facing, service-oriented role is required
3. Exceptional ability to utilize self-service resources (internal guides, Google-fu, external service portals, etc) to find solutions is required
4. Strong aptitude toward various web, eCommerce, and hosting technologies and how they work together
5. Exceptional critical thinking and soft skills with a passion for getting every customer on the path to success using thoughtful solutions that best fit each situation
...",not sure,
Data Analyst,2025-11-19,https://jobright.ai/jobs/info/691e7beba49a885af9a28fcc?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,interos.ai,101-250,"Artificial Intelligence (AI),Cyber Security",$72K-$100K /yr,"1. Bachelor’s degree in a relevant social science field (economics, political science, international relations, public policy, sociology, etc.) with quantitative coursework, OR equivalent experience.
2. Strong proficiency in SQL and Python — comfortable extracting, cleaning, analyzing, and visualizing data.
3. Demonstrated ability to write efficient SQL queries and manipulate large, multi-disciplinary datasets.
4. Familiarity with statistical analysis, machine learning concepts, or applied modeling in a real-world or academic context.
5. Exceptional attention to detail with strong written and verbal communication skills.
...",no,
Inside Service Engineer,2025-11-19,https://jobright.ai/jobs/info/691e5d86a49a885af9a28030?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Remote - South Dakota
Remote - Colorado
Remote - North Dakota
Remote - Illinois
Remote - Missouri
Remote - Arizona
Remote - Iowa
Remote - Minnesota
Remote - Arkansas
Remote - Mississippi
Remote - Wisconsin
Remote - Alabama
Remote - Oklahoma",New Charter Technologies,1001-5000,"Consulting,Information Technology",$50000 /yr,"1. Hands-on experience supporting end users in a service desk or help desk environment
2. Strong troubleshooting skills across common technical issues like printers, password resets, MFA, and antivirus alerts
3. Familiarity with ticketing systems, time entry, and documentation tools, such as ConnectWise PSA and Hudu or IT Glue
4. General understanding of firewalls, switches, and desktop computers
5. Strong communication skills
...",not sure,
"Software Engineer, Associate (Engineer Software 1)",2025-11-19,https://jobright.ai/jobs/info/691e5d80a49a885af9a28026?utm_source=1100&utm_campaign=Software Engineering,On Site,"Warner Robins, GA","Mission Technologies, a division of HII",5001-10000,,$54K-$85K /yr,"1. 0 years experience with Bachelors in related field; or High School Diploma or equivalent and 4 years relevant experience.
2. Experience in Apple iOS or NodeJS development stack
3. Experience in React web development (React, Express, Swagger/OpenAPI, MongoDB, and Mongoose)
4. Must possess the ability to obtain and maintain a US level Secret clearance",no,yes
Data Scientist,2025-11-19,https://jobright.ai/jobs/info/691e7ad03f782d2f1afb513d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Los Angeles, California, United States",HeyGen,101-250,"E-Learning,Generative AI","$120,000-$145,000 /yr","1. Talented, curious, driven, and self-starting data scientist
2. Critical thinker familiar with SaaS products and metrics
3. Strong background in statistics and data modeling
4. Ability to clearly communicate complex concepts to a variety of audiences
5. Excited to partner with engineering to implement the data infrastructure and stack for a rapidly growing startup
...",not sure,
IT Support Staff,2025-11-19,https://jobright.ai/jobs/info/691fa359a49a885af9a32c4b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Andover, MA",NEEDS Center,101-250,"Education,Non Profit",$62K-$70K /yr,"1. Excellent hands-on problem-solving and troubleshooting skills
2. Basic knowledge of computer and networking principles
3. The ability to communicate technical information in an accessible manner to non-technical employees
4. Ability to effectively prioritize and execute tasks in a timely manner
5. Customer-service focus & a collaborative mindset
...",not sure,
Business Support Specialist,2025-11-19,https://jobright.ai/jobs/info/69252ebfd47de4798eccde99?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Millennium Systems International,51-100,"Beauty,Information Technology",$36000-$40000 /yr,"1. Bachelor’s degree or Associates Degree with 2 years of experience
2. Ability to type greater than 35 wpm
3. Reliable ISP
4. Passion for technology and helping people
5. Strong verbal and written communication skills
...",not sure,yes
Associate Trend Insight Analyst,2025-11-19,https://jobright.ai/jobs/info/691e79223f782d2f1afb4ed5?utm_source=1100&utm_campaign=Software Engineering,On Site,Washington - Pullman,Schweitzer Engineering Laboratories (SEL),5001-10000,"Electronics,Linux",$35.83-$52.94 /hr,"1. You have a BS degree in Math, Statistics, Software Engineering, Social Sciences, or related experience.
2. You have a strong command of MS Word, MS Excel (including Power Pivot and Power Query), and MS Access.
3. You possess strong analytical, judgment, organizational, and project management skills.
4. You have a strong attention to detail.
5. You have strong writing, documentation, and speaking skills.
...",not sure,
"ADC Engineer I, Amazon Dedicated Cloud Relational Engineering",2025-11-19,https://jobright.ai/jobs/info/69263b2527bf2f41a2c449bc?utm_source=1100&utm_campaign=Software Engineering,On Site,"Arlington, Virginia, USA",Amazon,10000+,"Delivery,E-Commerce","$81,900-$152,000 /yr","1. High school or equivalent diploma, or A+ or CND (Certified Network Defender) or Network+ or Security+
2. 1+ years of systems administration (Linux/Windows) experience
3. 1+ years of support procedures and methodologies for production computing environments experience
4. Current, active US Government Security Clearance of Top Secret with SCI eligibility or above",no,
Project Coordinator,2025-11-19,https://jobright.ai/jobs/info/691e78f6a49a885af9a28c95?utm_source=1100&utm_campaign=Software Engineering,On Site,"Atlanta, GA ",Alphabe Insight,1-10,,$17-$27 /hr,"1. Bachelor's degree in Business Administration, Project Management, or a related field
2. Proven experience as a Project Coordinator or similar role in project management
3. Strong organizational skills with the ability to manage multiple projects simultaneously
4. Excellent verbal and written communication skills
5. Proficiency in project management software and tools, such as Microsoft Project or Asana
...",not sure,
Analytics Engineer,2025-11-19,https://jobright.ai/jobs/info/691e8027a49a885af9a293bc?utm_source=1100&utm_campaign=Software Engineering,Remote,"Toronto, ON, Canada",Scalence L.L.C.,51-100,,$52-$52 /hr,"1. Bachelor’s degree in Computer Science, Engineering, Information Systems, or a related quantitative field
2. 1-3 years of experience as a Data Engineer, Analytics Engineer, or similar role
3. Hands-on experience designing or supporting scalable data architectures for sales, marketing, or business analytics
4. Proficiency in SQL and experience with relational database technologies (SAP HANA, Snowflake, etc.)
5. Experience with Python (or similar) for data manipulation, transformation, and automation
...",not sure,
"Field Technician Gainesville, FL",2025-11-19,https://jobright.ai/jobs/info/691e9c3ca49a885af9a29e9a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Gainesville, FL",Satellites Unlimited,501-1000,"Consumer,Field Support",$18.50-$24.50 /hr,"1. Ability to lift up to 80lbs and carry extension ladders
2. Stand for long periods of time
3. Must be at or below 330 lb weight limit
4. Work in confined spaces
5. Strong customer service and communication skills
...",not sure,yes
Support Engineer,2025-11-19,https://jobright.ai/jobs/info/691e7d7b09cc522e8773a59f?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Chicago, IL",Trading Technologies,501-1000,"IT Management,Software",$50K-$80K /yr,"1. 0- 3 years of experience in a technical support-based role, with direct experience troubleshooting software issues
2. Incident, problem and service outage management experience
3. Competent IT literacy around Windows and/OS X is required
4. Familiarity with FIX Protocol 4.2 or higher
5. Exceptional customer service and interpersonal skills. Both written and verbal. This is a critical function of the role
...",not sure,yes
"Mobile Engineer (LATAM, All Levels)",2025-11-19,https://jobright.ai/jobs/info/691e592da49a885af9a27eb1?utm_source=1100&utm_campaign=Software Engineering,On Site,Latin America,Sezzle,251-500,"E-Commerce,Financial Services",$4700-$7500 /mon,"1. Experience solving technical problems as part of a team
2. Bachelor's in computer science or related.
3. Experience with Swift.
4. Familiarity with modern Frontend Development, Javascript or Typescript, with React Native or React (web) experience strongly preferred",not sure,
"Full Stack Developer – Houston, TX (Onsite Only/No Relocation)",2025-11-19,https://jobright.ai/jobs/info/691e584f3f782d2f1afb408b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Houston, TX",TechVora,1-10,,$65000-$65000 /yr,"1. Must be located in Houston, TX (No relocation)
2. Must be willing to work onsite (No exceptions)
3. Full stack experience (front end + back end)
4. Comfort with working in diverse technologies
5. Cloud familiarity (AWS, Azure, GCP)
...",not sure,
Regional Operations Specialist in California,2025-11-19,https://jobright.ai/jobs/info/691e53e009cc522e87739034?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Francisco, CA",Western Union,5001-10000,"Financial Exchanges,Financial Services",$65K-$80K /yr,"1. Fluency in English is required.
2. Valid Driver’s License and a reliable vehicle are required as this position requires regular travel within a defined territory.
3. Tech-Savvy: You’re great with IT systems, cloud solutions, networking, and web hosting.
4. Software Wizard: You know your way around business tools like Power BI, ARC+, Snowflake, ServiceNow, SPLUNK and you can troubleshoot without breaking a sweat.
5. Customer service skills: You work well with clients and have great communication skills.
...",not sure,
Software QA Engineer,2025-11-19,https://jobright.ai/jobs/info/691e505309cc522e87738d14?utm_source=1100&utm_campaign=Software Engineering,On Site,"Beverly, MA",Axcelis Technologies,501-1000,"Industrial,Manufacturing","$78,441.60-$117,662.40 /yr","1. Work in a team environment to review requirement and design
2. Develop and validate test case matrices that cover all hardware and software requirements with focus on customer use case
3. Develop and validate HW and SW installation procedure for release to internal and external customers
4. Operate Ion Implant equipment and Simulator system to perform hardware and software validation, and utilizing various test methodologies, tools, and applications
5. Perform thorough investigation of issues that arises during testing, identify root cause, and formulate containment, corrective, and preventive actions
...",not sure,
"ID-Deploy Technician, DCC Communities , ID-Deploy Technician",2025-11-19,https://jobright.ai/jobs/info/691e4fdda49a885af9a27854?utm_source=1100&utm_campaign=Software Engineering,On Site,"Mesa, Arizona, USA",Amazon,10000+,"Delivery,E-Commerce","$55,900-$125,100 /yr","1. 1+ years of Linux operating systems experience
2. 1+ years of computer networking experience
3. Bachelor's degree in Information Technology, Computer Science, or a related field
4. Experience in computer networking
5. Experience working with Linux operating systems
...",not sure,
Software Engineer,2025-11-19,https://jobright.ai/jobs/info/691bab1cbcdbf3560c9e13e9?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Scottsdale, AZ",General Dynamics Mission Systems,10000+,"Aerospace,Business Information Systems",$84K-$89K /yr,"1. Bachelor’s degree in Software Engineering, or a related Science, Engineering or Mathematics field
2. Department of Defense Secret security clearance is required at time of hire
3. U.S. citizenship is required",no,
RPA Developer- Automation Anywhere,2025-11-19,https://jobright.ai/jobs/info/691e4a1909cc522e8773899d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Brooklyn, OH",KeyBank,10000+,,$68K-$103K /yr,"1. Bachelor's Degree or equivalent experience
2. Develop, configure, test, and deploy automation solutions that align with business needs
3. Provide support, root cause analysis, and debugging to meet SLAs
4. Collaborate with stakeholders to gather requirements and integrate solutions with existing systems
5. Communicate with diverse audiences and support automation portfolios
...",not sure,
Associate Technical Engineer,2025-11-19,https://jobright.ai/jobs/info/691e48f309cc522e877388c5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
MS, Working at Home - Mississippi
FL, Working at Home - Florida
WA, Working at Home - Washington
ME, Working at Home - Maine
SD, Working at Home-South Dakota
SC, Working at Home-South Carolina
AK, Working at Home - Alaska
MI, Working at Home - Michigan
AR, Working at Home -  Arkansas
WY, Working at Home - Wyoming
AZ, Working at Home - Arizona
ID, Working at Home - Idaho
KS, Working at Home - Kansas
LA, Working at Home - Louisiana
OK, Working at Home - Oklahoma
DC, Working at Home - Dist of Col
CA, Working at Home - California
TX, Working at Home - Texas
IL, Working at Home - Illinois
MO, Working at Home - Montana
VT, Working at Home - Vermont
IN, Working at Home - Indiana
TN, Working at Home -Tennessee
HI, Working at Home - Hawaii
PA, Working at Home - Pennsylvania
NC, Working at Home - N Carolina
KY, Working at Home - Kentucky
OH, Working at Home - Ohio
MN, Working at Home - Minnesota
WV, Working at Home - W Virginia
NV, Working at Home - Nevada
IA, Working at Home - Iowa
DE, Working at Home - Delaware
MA, Working at Home -Massachusetts
NH, Working at Home - New Hampshire
MO, Working at Home - Missouri
NY, Working at Home - New York
ND, Working at Home - North Dakota
UT, Working at Home - Utah
MD, Working at Home - Maryland
WI, Working at Home - Wisconsin
CT, Working at Home - Conneticut
CO, Working at Home - Colorado
NE, Working at Home - Nebraska
AL, Working at Home - Alabama
VA, Working at Home - Virginia
OR, Working at Home - Oregon",Highmark Health,10000+,"Health Care,Hospital","$57,700-$107,800 /yr","1. 1 year of experience in one or many of the following tasks: analyzing, designing, coding, testing and implementing technical solutions, as well as providing general production support, meeting defined scope, target dates and budgets with minimal or no defects.
2. 1 year of technical problem solving, solution implementation, team/project collaboration.
3. 1 year of basic computer science concepts and principles, common operating systems, development languages/scripting
4. Bachelor’s degree in Computer Science, Information Systems, Computer Engineering or relevant experience and/or education as determined by the company in lieu of bachelor's degree.
5. None",not sure,
INFORMATION TECHNOLOGY SPECIALIST I,2025-11-19,https://jobright.ai/jobs/info/691e482c09cc522e877387d6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Sacramento County, CA",Caltrans,1001-5000,"Government,Office Administration",$6513-$10537 /mon,"1. Possession of a valid driver’s license is required when operating a state owned or leased vehicle.
2. Statement of Qualifications (SOQ) required. Failure to submit a SOQ will disqualify candidates from the hiring process.
3. Possession of Minimum Qualifications will be verified prior to interview and/or appointment.
4. If you are basing your eligibility on education, you must include your unofficial transcript(s)/diploma for verification.
5. Applicants with foreign transcripts/degrees must provide a transcript/degree U.S. equivalency report evaluation that indicates the number of units and degree to which the foreign coursework is equivalent.
...",no,
Software QA Engineer I,2025-11-19,https://jobright.ai/jobs/info/691e458a09cc522e87738541?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Boston, MA",Silicon Labs,1001-5000,"Hardware,Internet of Things",$78K-$145K /yr,"1. Bachelor’s degree in Computer Engineering, Computer Science, Electrical Engineering, or a related field.
2. Strong proficiency in Python programming.
3. Experience working in Linux environments for development, scripting, and debugging.
4. Basic understanding of networking and wireless technologies (e.g., Wi-Fi or similar).
5. Familiarity with QA methodologies, automated testing frameworks, and version control systems.
...",not sure,
Database Administrator,2025-11-19,https://jobright.ai/jobs/info/691e4578a49a885af9a27048?utm_source=1100&utm_campaign=Software Engineering,On Site,"Itasca, IL",KEYENCE CORPORATION,1001-5000,"Automotive,Information Technology",$101K-$104K /yr,"1. Bachelor’s degree in IT, Computer Science, or a related field.
2. 1–2 years of hands-on experience in database administration and design.
3. Strong communication skills and a collaborative, problem-solving mindset.
4. Solid understanding of relational databases and normalization techniques.
5. Intermediate proficiency in T-SQL.
...",not sure,
Customer Support Technician I IL,2025-11-19,https://jobright.ai/jobs/info/691e4552a49a885af9a2702c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Terre Haute, IN",Joink,11-50,"Information Technology,Internet",$18-$21 /hr,"1. Candidate must be willing to reside near or commute to a Joink office (Currently within Illinois: Taylorville, Hillsboro; Indiana: Terre Haute)
2. High School Diploma or equivalent
3. 1 year of customer service or basic technical support experience
4. Ability to maintain a professional demeanor
5. Ability to evaluate situations and adjust to changing priorities
...",not sure,
Cloud Services Developer,2025-11-19,https://jobright.ai/jobs/info/691e451509cc522e877384d6?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Reston, VA
Washington, DC",Oracle,10000+,"Data Governance,Data Management",$87K-$178K /yr,"1. Hands-on experience in software development or engineering, with a focus on technology and problem-solving
2. Proficiency / applied experience in one or more programming languages (e.g. Java, Python, or SQL; Linux is a must)
3. Ability to apply software testing concepts and practical experience with JUnit or similar testing frameworks to ensure code quality
4. Experience in cloud computing concepts, preferably related to Oracle Cloud Infrastructure (OCI) and cloud-native services (Kubernetes, REST APIs, Containers)
5. Interest in Agile methodologies and collaborative development
...",no,
Cloud Analyst,2025-11-19,https://jobright.ai/jobs/info/691e447f3f782d2f1afb321a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Minneapolis, Minnesota","Ameriprise Financial Services, LLC",101-250,"Commercial,Construction","$91,600-$123,000 /yr","1. Bachelor's Degree or equivalent years of experience.
2. 1-3 years of experience with designing, implementing, and managing storage environment.
3. Proven experience in PURE Storage & NetApp storage for administration, including configuration, maintenance, monitor storage systems & perform ONTAP GUI/CLI operations, installation, upgrade, backup/restore, and file system configuration for CIFS/NFS/iSCSI.
4. Proven knowledge of Cloud Storage.
5. Experience with Brocade Switches.
...",not sure,
Software Support Specialist,2025-11-19,https://jobright.ai/jobs/info/691e4460a49a885af9a26f5d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Oviedo, FL","Engineerica Systems, Inc.",11-50,"Education,Event Management",$45000-$45000 /yr,"1. Bachelor's degree in Information Technology or another related field
2. Excellent communication and interpersonal skills
3. Intimate knowledge of computers, software, Windows OS, and networking basics
4. Ability to work independently with minimal supervision
5. Ability to travel within the US to provide occasional on-site training when needed
...",not sure,
IT Support Technician,2025-11-19,https://jobright.ai/jobs/info/691e43f83f782d2f1afb317f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Camarillo, CA
US-CA-Camarillo",Amentum,10000+,"Mechanical Engineering,Security",$33-$35 /hr,"1. Associates Degree, and at least 1 year of IT-related support experience, preferably in a help-desk or customer support role
2. Or High school diploma/GED, and at least 3 years of IT-related support experience, preferably in a help-desk or customer support role
3. Demonstrated ability to troubleshoot and resolve desktop, network, or other IT issues
4. Good technical writing, presentation, and documentation skills
5. Must be able and willing to perform physically demanding tasks, such as bending, kneeling, stretching, crawling, lifting, or moving up to 50 lbs.
...",no,
Sales Analytics Systems Developer,2025-11-19,https://jobright.ai/jobs/info/69126a9eea9ab01b82bf2778?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lake Forest, IL",Abbott,10000+,"Biotechnology,Emergency Medicine",$60K-$120K /yr,"1. Bachelor’s degree in Business, Analytics, Statistics, Data Science, or equivalent.
2. 1-3 years of experience in analytics, data modeling, or business intelligence development.
3. PowerBI, Python, PowerQuery, Excel, Salesforce, Cognos, SmartSheet.
4. Understanding of sales processes, incentive plans, requirement gathering, and project estimation.
5. Strong problem-solving ability, curiosity, effective communication, and project management skills.",not sure,
