Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Manager of Staff Training - Mental Health 103,2025-11-20,https://jobright.ai/jobs/info/6902e3a198707b2b0fe73b1b?utm_source=1100&utm_campaign=Education and Training,On Site,"San Leandro, CA",Telecare Corporation,,,$77K-$95K /yr,"1. Master’s degree in social work, psychology, counseling or related field
2. One (1) year of full-time experience planning, implementing and evaluating educational programs in a psychiatric setting
3. Medical knowledge and experience in mental health and the recovery philosophy is necessary
4. Current knowledge of the laws and regulations governing the delivery of health care in California and demonstrable understanding of illness are essential
5. Must be at least 18 years of age
...",not sure,
"Science Graduate (£36,500), EdEx – Education Recruitment",2025-11-20,https://jobright.ai/jobs/info/691ef02509cc522e8773ccee?utm_source=1100&utm_campaign=Education and Training,On Site,"Westminster, CO",Guardian Jobs,,,$28K-$36K /yr,"1. Science Graduate
2. Some previous experience working with children
3. A confident and enthusiastic personality
4. A genuine passion for education
5. Strong academic background - within Science
...",not sure,
CHILD DEVELOPMENT TEACHER,2025-11-20,https://jobright.ai/jobs/info/69018998d5259a1b3cff5f8c?utm_source=1100&utm_campaign=Education and Training,On Site,"Columbia, MO",University of Missouri-Columbia,10000+,"Advertising,Social Media",$46K-$52K /yr,"1. Associate's degree in early childhood education, child development or related area or the equivalent combination of education and experience from which comparable knowledge and skills can be acquired is necessary",not sure,
"Physics Graduate (£36,500), EdEx – Education Recruitment",2025-11-20,https://jobright.ai/jobs/info/691eef2ea49a885af9a2b7b7?utm_source=1100&utm_campaign=Education and Training,On Site,"Westminster, CO",Guardian Jobs,,,$28K-$36K /yr,"1. Physics Graduate
2. Some previous experience working with children
3. A confident and enthusiastic personality
4. A genuine passion for education
5. Strong academic background - within Physics",not sure,
IEP Paraeducator (Pool of Candidates) - WC Ovefelt High School**INTERNAL CANDIDATES ONLY**,2025-11-20,https://jobright.ai/jobs/info/691f0d0009cc522e8773d334?utm_source=1100&utm_campaign=Education and Training,On Site,"San Jose, CA",East Side Union High School District,1001-5000,"Education,Higher Education",$24-$33 /hr,"1. Must have the equivalent of two years of full-time college (at least 48 semester units - copy of transcripts is required) or have passed the NCLB exam.
2. Successful candidate must pass fingerprint clearance.
3. A copy of transcripts is required as an attachment to your online application, or you must pass the NCLB Test.
4. Foreign Transcripts - We require all foreign transcripts to be evaluated in order to be accepted.
5. Successful candidates must pass fingerprint clearance and provide Official Sealed Transcripts.",not sure,
(Recent Graduate/Class of 2026 friendly) Full-Time Math Teacher,2025-11-19,https://jobright.ai/jobs/info/68d31073f0d9af73038debce?utm_source=1100&utm_campaign=Education and Training,On Site,"San Jose, CA",Think Academy U.S,,,$65000-$90000 /yr,"1. Open to all major - we provide training and professional growth program
2. Passionate about the education industry, and has the strong will to motivate and inspire students; must be patient and empathetic with working with students and parents
3. Excellent organizational skills and has a strong sense of responsibility.
4. A team player that is able to collaborate effectively with other teachers and staff.
5. Must have valid work authorization to start (no sponsorship for this position)",no,yes
USD $23.15/Hr.,2025-11-19,https://jobright.ai/jobs/info/69201953a49a885af9a36a67?utm_source=1100&utm_campaign=Education and Training,On Site,"Gibbon, NE",American Foods Group,1001-5000,"Food and Beverage,Food Delivery",$23.15-$23.15 /hr,"1. Must be 18 years of age or older.
2. Must be able to work in the United States without sponsorship.
3. Must be able to work in a variety of work temperatures warm, hot, humid, cold, wet or with slippery surfaces at varied heights in and around moving equipment and parts with the use of personal protective equipment (PPE).
4. High school diploma or GED.
5. Demonstrated knowledge of food safety and quality.
...",no,
"Physical Therapist - Flexible Schedule, PRN",2025-11-19,https://jobright.ai/jobs/info/691eea6da49a885af9a2b6f6?utm_source=1100&utm_campaign=Education and Training,On Site,"Virginia Beach, VA",Luna Physical Therapy,1001-5000,"Apps,Fitness",$65-$72 /hr,"1. State-specific PT license
2. Reliable, personal transportation for therapists practicing outside city centers
3. 1+ years of experience
4. Liability insurance
5. CPR/BLS",not sure,
Residential Counselor - Brain Injury Services,2025-11-19,https://jobright.ai/jobs/info/691ed97c09cc522e8773c54e?utm_source=1100&utm_campaign=Education and Training,On Site,Burlington,Eliot Community Human Services,501-1000,"Communities,Facilities Support Services",$20-$20 /hr,"1. High school diploma
2. Experience working with intellectually disabled or brain injured adults
3. Valid Massachusetts Drivers License",not sure,
Psychiatric Nurse Practitioner (PMHNP) -  Outpatient - Adult,2025-11-19,https://jobright.ai/jobs/info/691ea2b409cc522e8773b47f?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Strongsville, OH",LifeStance Health,5001-10000,"Health Care,Hospital",$180000-$270000 /yr,"1. Fully licensed in the state of Ohio.
2. Experienced in treating Adult or lifespan.
3. Over 1 year of experience practicing independently as a PMHNP.
4. Must be comfortable prescribing controlled substances.",not sure,
Financial Aid Officer,2025-11-19,https://jobright.ai/jobs/info/691e9c0b3f782d2f1afb6146?utm_source=1100&utm_campaign=Education and Training,On Site,"Dallas (Irving), TX",Aviation Institute of Maintenance,1001-5000,"Education,Higher Education",$28.85-$28.85 /hr,"1. High School Diploma or GED, and Financial Aid experience
2. College level coursework in accounting, finance, or related field
3. Strong computer skills, with advanced proficiency in Microsoft Word, Excel, and Outlook, as well as the ability to quickly learn and adapt to new financial aid software and systems.
4. Exceptional organizational skills and meticulous attention to detail, enabling the management of multiple tasks and accurate record-keeping in a fast-paced environment.
5. Outgoing personality with outstanding interpersonal and communication skills, fostering positive relationships with students, families, and colleagues.
...",not sure,
Full Time Home Health Occupational Therapist / OT ($3k Sign-On Bonus!),2025-11-19,https://jobright.ai/jobs/info/68dc253cd6470e72cf4d8fd2?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Glendale, AZ",Mission Healthcare,1001-5000,"Fitness,Health Care",$90-$110 /hr,"1. Graduation from an accredited occupational therapy program & state licensure.
2. Minimum of one (1) year of experience.
3. Current CPR certification.
4. Valid driver's license and insured automobile.",not sure,
Research & Public Access Coordinator,2025-11-19,https://jobright.ai/jobs/info/691e933709cc522e8773b0c8?utm_source=1100&utm_campaign=Education and Training,On Site,"Los Angeles, California",CEB - #1 for California Law,101-250,"Law Enforcement,Legal",$29.17-$56.37 /hr,"1. Experience working in public presentation settings, including coordinating artist and scholarly output.
2. Demonstrated experience in writing and communication
3. Experience with time management and coordinating of film events and productions.
4. Experience with academic scholarship and publishing and knowledge of and strong interest in American and international cinema, film and television history, practice and criticism.
5. Skill in using standard bibliographic and filmographic reference sources.
...",not sure,
Activities Assistant- Memory Care,2025-11-19,https://jobright.ai/jobs/info/691e8fa9a49a885af9a29b2f?utm_source=1100&utm_campaign=Education and Training,On Site,"Orangeburg, New York",The Shelter Group,1001-5000,Real Estate,$19-$21.75 /hr,"1. You quickly connect with people and love to learn about them.
2. You have a positive attitude and a passion for helping others.
3. You have an active Driver's license in good standing.",not sure,
Child/Adolescent Psychologist,2025-11-19,https://jobright.ai/jobs/info/68e5777c1852e62f008105f5?utm_source=1100&utm_campaign=Education and Training,On Site,"Denver, CO",Denver Health,10000+,"Health Care,Hospital",$112K-$134K /yr,"1. Doctorate Degree in psychology from an accredited school Required
2. 1-3 years One year of postdoctoral experience Required
3. PSY-Licensed Psychologist - State Board of Psychologist Examiners Required
4. BLS-Basic Life Support (BLS/CPR) - AHA - American Heart Association Required
5. Advanced knowledge and skills in effective psychological practice in mental health settings, including evidence-based therapy modalities, crisis intervention, and risk assessment (including mental health holds).
...",not sure,
CA Licensed DBT Therapist - DBT Master’s or Doctoral - Telehealth - Full-Time,2025-11-19,https://jobright.ai/jobs/info/691e884609cc522e8773abc7?utm_source=1100&utm_campaign=Education and Training,Remote,California,Lyra Health,1001-5000,"Employee Benefits,Health Care",$93000-$126000 /yr,"1. Master’s or doctoral degree from an accredited graduate program
2. Unrestricted, active California license (able to work independently without supervision from a licensed supervisor) without current or pending disciplinary action
3. Formal didactic training in DBT required (e.g., in-house training with consultation team, tape review, 1:1 supervision; Behavioral Tech; DBT Foundational Training; DBT Intensive Training)
4. One year minimum experience providing comprehensive DBT which includes: individual DBT therapy with clients through Stage 1 of treatment, facilitating skills groups utilizing Linehan materials, participation on a consultation team, skills coaching
5. Experience, comfort, and passion working with clients who present with high risk behaviors, including suicidal ideation and/or self-injury
...",not sure,
Match Associate Teacher 2026-2027,2025-11-19,https://jobright.ai/jobs/info/691e8716a49a885af9a29707?utm_source=1100&utm_campaign=Education and Training,On Site,Multiple Locations,Match Education,251-500,"Consulting,Education","$52,500-$113,322 /yr","1. A Bachelor's degree required
2. An unwavering commitment to and belief in the mission of Match Education, including Match’s values and educational model
3. Dedication to continuous learning and improvement
4. Ability to be both introspective and reflective
5. Strong habits of both self-sufficiency and self-advocacy
...",not sure,
Educational Testing Operations Analyst,2025-11-19,https://jobright.ai/jobs/info/691e7e553f782d2f1afb5524?utm_source=1100&utm_campaign=Education and Training,Hybrid,"St. Louis, MO",BOOZ ALLEN HAMILTON INTERNATIONAL (U.K.) LTD,,,"$52,900-$108,000 /yr","1. Experience using Microsoft Excel to retrieve and manage data
2. Experience in analyzing processes and making improvement recommendations
3. Ability to present to small groups to deliver 10- to 15-minute proctoring scripts and respond to questions
4. Ability to interpret, follow, and execute Standard Operating Procedures
5. Active TS/SCI clearance; willingness to take a polygraph exam
...",no,
"FY26: School Secretary I, 8hrs/10mos, John F. Kennedy HS, Ad Closes 12/3/25",2025-11-19,https://jobright.ai/jobs/info/691e7e4e3f782d2f1afb551d?utm_source=1100&utm_campaign=Education and Training,On Site,"Silver Spring, MD",Montgomery County Public Schools,10000+,Education,$22-$31 /hr,"1. Prior office clerical experience
2. Ability to acquire word processing skills
3. Working knowledge of business English, spelling, and arithmetic
4. Working knowledge of modern office practices and procedures
5. Ability to make minor decisions in accordance with established policies and procedures
...",not sure,
Clinical Research Associate ll - Oncology (Oregon),2025-11-19,https://jobright.ai/jobs/info/691e7d753f782d2f1afb542d?utm_source=1100&utm_campaign=Education and Training,Remote,"Oregon City, OR","Allergan Aesthetics, an AbbVie Company",1001-5000,"Beauty,Manufacturing",$82500-$157500 /yr,"1. Minimum of 1 year of clinically related experience, of which a period of 6 months is required in clinical research monitoring of investigational drug or device trials. (CRA experience)
2. Familiar with risk-based monitoring approach, onsite and offsite monitoring.
3. Advanced knowledge on existing and emerging local regulatory and legal requirements, ICH/GCP Guidelines and applicable policies.
4. Demonstrate strong cross-functional collaboration skills among internal and external stakeholders.
5. Demonstrate strong planning and organizational skills and the ability to work effectively and efficiently in a dynamic environment with competing projects and deadlines.
...",not sure,
Administrative Assistant at Preschool,2025-11-19,https://jobright.ai/jobs/info/691e7c5f3f782d2f1afb52f6?utm_source=1100&utm_campaign=Education and Training,On Site,"Grand Prairie, TX 75052",The Learning Experience,,,$14-$17 /hr,"1. Must have a high school diploma or GED
2. Previous administrative or marketing experience
3. Must meet state specific guidelines for the role, including immunizations, required health and safety training, CPR/ First Aid Certification, and fingerprint clearance through the DOJ
4. Ability to multi-task and adapt to a variety of administrative duties
5. Comfortable working on the computer and learning new apps
...",not sure,
Employment Coach for Adults with Developmental Disabilities -South Orange County,2025-11-19,https://jobright.ai/jobs/info/691e7aa7a49a885af9a28e8b?utm_source=1100&utm_campaign=Education and Training,On Site,"Irvine, CA",Institute for Applied Behavior Analysis,501-1000,"Assisted Living,Health Care",$20-$22 /hr,"1. Possess a minimum of High School Diploma or G.E.D
2. Conduct themselves in a professional, responsible and reliable manner
3. Have the motivation to learn new skills and help people
4. Demonstrate honesty and respect
5. Adhere to written support plans for clients
...",not sure,
Clinical Research Coordinator - GI Division,2025-11-19,https://jobright.ai/jobs/info/69227359c0cefa13343d7b7a?utm_source=1100&utm_campaign=Education and Training,On Site,"San Francisco, CA","University of California, San Francisco",10000+,"Association,Biotechnology",$34.32-$55.19 /hr,"1. HS graduation and sufficient experience and demonstrated skills to successfully perform the assigned duties and responsibilities; and/or equivalent experience/training.
2. Attention to detail; strong interpersonal skills; excellent, effective verbal and written communication skills to coordinate with subjects, team members, other departments and outside institutions; and the ability to multi-task in a fast-paced environment while working with a diverse subject population.
3. Ability to work well independently, complete projects in a timely manner, and prioritize multiple projects to ensure the completion of essential tasks by deadlines.",not sure,
Behavioral Health Technician Full Time 2nd Shift,2025-11-19,https://jobright.ai/jobs/info/6920335ea49a885af9a376d6?utm_source=1100&utm_campaign=Education and Training,On Site,"Catasauqua, PA",Pyramid Healthcare,,"Health Care,Medical",$15-$15 /hr,"1. High school diploma or equivalent.
2. Valid driver’s license.
3. Experience in drug and alcohol/mental health.",not sure,
Physical Therapist Assistant (PTA) - Sign-on Bonus,2025-11-19,https://jobright.ai/jobs/info/691e705b3f782d2f1afb4828?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Pueblo, Colorado, United States
Colorado Springs, Colorado, United States",Woven Care,101-250,"Child Care,Health Care",$28-$36.75 /hr,"1. Associate Degree from an accredited PTA program
2. Colorado DORA PTA license (or eligible to obtain)
3. BLS/CPR certification
4. Passion for pediatric care and collaborative practice",no,
2026-27 English Language Development (ELD) Teacher,2025-11-19,https://jobright.ai/jobs/info/691e6fb109cc522e87739a3f?utm_source=1100&utm_campaign=Education and Training,On Site,"Los Angeles, CA",Alliance College-Ready Public Schools,1001-5000,,$70K-$152K /yr,"1. A California teaching credential in the assigned subject area(s) and a valid English Learner Authorization are required.
2. California Single Subject, Multiple Subject, or Education Specialist Credential (Clear or Preliminary) with a full English Learner Authorization code of 'ELA1' or 'CLAD' Emphasis or Bilingual Authorization code of 'BA••' or 'BCLAD' Emphasis.
3. California Clear Crosscultural, Language and Academic Development (CLAD) Certificate.
4. California Single Subject Credential in World Language: English Language Development.
5. Equivalent Out-of-State Credential with a full English Learner Authorization transferring to California.
...",no,
EA- Childcare Specialist - Birth to 5 years old (Temp),2025-11-19,https://jobright.ai/jobs/info/69251430c0cefa13343e6479?utm_source=1100&utm_campaign=Education and Training,On Site,"Gresham, OR",Gresham-Barlow School District 10J,1001-5000,"Primary Education,Secondary Education",$22-$30 /hr,"1. Prior job-related experience, paid or volunteer, with children ages birth to 5 years in a formal setting.
2. High School diploma or equivalent.
3. ""Highly Qualified status"" meaning an Associates degree, 72 credits, or passing the Para Pro exam.
4. Criminal Justice Fingerprint Clearance.
5. Child Care Division Criminal Background Check.
...",not sure,
Educational Technician I - 01428-6205,2025-11-19,https://jobright.ai/jobs/info/691f301c3f782d2f1afb9005?utm_source=1100&utm_campaign=Education and Training,On Site,"Kingman, ME",ServingSchools,101-250,Education,$15-$20 /hr,"1. High school diploma or GED certificate.
2. Valid Maine Department of Education authorization as an Educational Technician I, or Maine Department of Education certification as a Teacher, Educational Specialist or Administrator.
3. Knowledge of basic academic school subjects.
4. Knowledge of basic educational practices and techniques.
5. Knowledge of basic student behavior management techniques.
...",not sure,
Site Program Manager - Level 1,2025-11-19,https://jobright.ai/jobs/info/691e5f99a49a885af9a28113?utm_source=1100&utm_campaign=Education and Training,On Site,"Oxnard, CA",Think Together,1001-5000,"Education,Non Profit","$68,700-$68,700 /yr","1. Combination of education and experience related to position, with increasing responsibility, which may include but not limited to 1-2+ years of experience working in education/youth programs.
2. At least 1+ year in a supervisory or leadership position is required.
3. Previous classroom experience required.
4. Must meet the minimum qualifications set by the partner district for a classroom instructional aide.
5. Strong ability to communicate with students, parents, school staff and faculty both verbally and in writing.
...",not sure,
Asia Program Partnership Manager,2025-11-19,https://jobright.ai/jobs/info/691e5db43f782d2f1afb42ca?utm_source=1100&utm_campaign=Education and Training,On Site,"Vancouver, British Columbia, Canada",The University of British Columbia,10000+,,"CAD5,365.42-CAD7,709.92 /mon","1. Undergraduate degree in a relevant discipline.
2. Minimum of one to two years of related experience, or an equivalent combination of education and experience.
3. Willingness to respect diverse perspectives, including perspectives in conflict with one’s own.
4. Demonstrates a commitment to enhancing one’s own awareness, knowledge, and skills related to equity, diversity, and inclusion.",not sure,
Associate Therapist (remote),2025-11-19,https://jobright.ai/jobs/info/691e77e809cc522e87739fd2?utm_source=1100&utm_campaign=Education and Training,Remote,United States,Serene Health,11-50,"Health Care,Hospital",$32-$37 /hr,"1. Master’s or Doctorate degree in Psychology, Counseling, Social Work, or related field.
2. Valid state license to practice as a therapist (e.g., ACSW, AMFT, APCC).
3. Experience with a variety of therapeutic approaches and modalities.
4. Proficiency in providing both in-person and remote therapy sessions.
5. Excellent communication and interpersonal skills.
...",not sure,
Nurse Practitioner or Physician Assistant - Post Graduate Mentorship Program,2025-11-19,https://jobright.ai/jobs/info/691e58033f782d2f1afb404c?utm_source=1100&utm_campaign=Education and Training,On Site,"New York City, NY",One Medical,1001-5000,"Health Care,Information Technology",$142000-$142000 /yr,"1. Must have completed accredited NP or PA program with a national certification with a graduation date between April 2025 and October 2025
2. Must hold active license in the state of NYS or have submitted application for licensure prior to January 2026
3. Must be Board Certified as a FNP or PA
4. A passion for culturally competent primary care
5. The ability to successfully communicate with and provide care to individuals of all backgrounds
...",not sure,
"RN Clinical Learning and Development Specialist - Rapid City & New Underwood, SD",2025-11-19,https://jobright.ai/jobs/info/691e57eba49a885af9a27da6?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
New Underwood, SD
Rapid City, SD",Sanford Health,10000+,"Children,Education",$29-$44 /hr,"1. Graduate from a nationally accredited nursing program required, including, but not limited to, Commission on Collegiate Nursing Education (CCNE), Accreditation Commission for Education in Nursing (ACEN), and National League for Nursing Commission for Nursing Education Accreditation (NLN CNEA).
2. Bachelor’s degree in nursing required.
3. A minimum of one year of hands-on clinical experience required based on licensure.
4. Compact (NLC) state.
5. Obtains and subsequently maintains required department specific competencies and certifications.
...",not sure,
"Forensic Psychologist, Forensic Psychiatric Surrey Regional Clinic - Surrey, BC",2025-11-19,https://jobright.ai/jobs/info/691e773809cc522e87739f6b?utm_source=1100&utm_campaign=Education and Training,On Site,"Surrey, British Columbia, Canada",Provincial Health Services Authority,10000+,"Health Care,Hospital",$52.81-$65.96 /hr,"1. Doctoral degree (PhD. or PsyD) in Clinical Forensic Psychology or Clinical Psychology
2. One year of direct experience in a forensic and/or tertiary-level mental health context
3. Current registration with the College of Psychologists of British Columbia, or secured within 18 months of hire
4. Commitment to beginning and continuing personal learning journey related to Indigenous-specific racism and dismantling systems of oppression
5. Willingness to articulate and share learning experiences to contribute to a culture of motivation and inspiration among peers",not sure,
Licensed Vocational Nurse (LVN) | Licensed Psychiatric Technician (LPT),2025-11-19,https://jobright.ai/jobs/info/691e57bb09cc522e877392cf?utm_source=1100&utm_campaign=Education and Training,On Site,"Sacramento, California, United States","Crestwood Behavioral Health, Inc.",1001-5000,"Fitness,Health Care",$29-$38.97 /hr,"1. Current licensure in California as RN, LVN, or LPT.
2. Knowledge of general nursing theory and practice.
3. Ability to supervise.
4. Ability to work cooperatively with other staff members.
5. Current CPR and first aid certifications.",not sure,
Associate Therapist (Hybrid),2025-11-19,https://jobright.ai/jobs/info/691e55be09cc522e8773912f?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Brentwood, CA 94513",Serene Health,11-50,"Health Care,Hospital",$32-$37 /hr,"1. Master’s or Doctorate degree in Psychology, Counseling, Social Work, or related field.
2. Valid state license to practice as a therapist (e.g., ACSW, AMFT, APCC).
3. Experience with a variety of therapeutic approaches and modalities.
4. Proficiency in providing both in-person and remote therapy sessions.
5. Excellent communication and interpersonal skills.
...",not sure,
Administrative Coordinator for Academic Technologies,2025-11-19,https://jobright.ai/jobs/info/691e557d3f782d2f1afb3e94?utm_source=1100&utm_campaign=Education and Training,On Site,"Muncie, IN",Ball State University,1001-5000,"Education,Higher Education",$16-$17 /hr,"1. Associate’s degree or equivalent combination of education and experience will be accepted in lieu of an associate’s degree.
2. One year of administrative office experience or related experience.
3. Strong organizational skills and comfort using a range of administrative programs
4. Strong verbal and written communication skills
5. Ability to organize and deliver training sessions
...",no,
Elementary Math Teacher,2025-11-19,https://jobright.ai/jobs/info/691e533d3f782d2f1afb3d5b?utm_source=1100&utm_campaign=Education and Training,On Site,"Bellevue, Washington",Think Academy U.S,,,$40-$40 /hr,"1. Bachelor’s degree or above, all majors are welcome as long as you're passionate in kids and math teaching
2. Excellent communication and interpersonal skills
3. Highly responsible and love to get along with kids
4. Can commit to at least one whole semester of teaching (Spring semester: Jan - May; Summer: June - Aug; Fall semester: Aug - Dec)
5. Available and willing to work during weekday evenings and weekends",not sure,
Constellation Schools - 4-9th Grade Math Teacher,2025-11-19,https://jobright.ai/jobs/info/691e532d09cc522e87738fbf?utm_source=1100&utm_campaign=Education and Training,On Site,"Cleveland, Ohio, United States",ACCEL Schools,501-1000,,$38500-$48000 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
"Assistant Director, Community Engagement",2025-11-19,https://jobright.ai/jobs/info/691e52f4a49a885af9a27a71?utm_source=1100&utm_campaign=Education and Training,On Site,"Clemson, SC",Clemson University,5001-10000,"Education,Higher Education",$45K-$54K /yr,"1. Bachelor's Degree and experience in student services programs
2. 1+ years of work experience
3. Firm working knowledge of concepts, practices and procedures and ability to use in varied situations
4. Supervises Student workers only
5. Provides input into the budgeting process, and oversees fund allocation.",not sure,
Math Teaching Assistant,2025-11-19,https://jobright.ai/jobs/info/691e5273a49a885af9a27a19?utm_source=1100&utm_campaign=Education and Training,On Site,"Bellevue, Washington",Think Academy U.S,,,$20-$20 /hr,"1. High school diploma or equivalent
2. Strong communication and interpersonal skills
3. Patience, flexibility, and a passion for working with children
4. Ability to collaborate effectively with teachers and staff
5. Mandarin speaking is required",not sure,
Constellation Schools - 3rd Grade Teacher (Cleveland),2025-11-19,https://jobright.ai/jobs/info/691e503209cc522e87738cf8?utm_source=1100&utm_campaign=Education and Training,On Site,"Cleveland, Ohio, United States",ACCEL Schools,501-1000,,$38500-$48000 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
Residential Program Coordinator,2025-11-19,https://jobright.ai/jobs/info/691e73f509cc522e87739e09?utm_source=1100&utm_campaign=Education and Training,On Site,"Boston, MA",Jewish Family & Children's Service of Greater Boston,501-1000,"Education,Health Care",$23-$23 /hr,"1. Positive attitude and enthusiastic about working with adults with disabilities
2. A collaborative colleague eager to join a supportive and engaged team
3. Strong interpersonal skills, an empathetic listener, and comfortable around clients with different needs and ability levels
4. Flexible and adaptive to clients' day-to-day needs, using good judgment skills
5. A clear verbal and written communicator and able to write daily notes
...",not sure,
Learning Trainer,2025-11-19,https://jobright.ai/jobs/info/691e4e6809cc522e87738ba3?utm_source=1100&utm_campaign=Education and Training,On Site,"Englewood, Colorado, USA",Amazon,10000+,"Delivery,E-Commerce",$47840-$52000 /yr,"1. 1+ years of Microsoft Office products and applications experience
2. High school or equivalent
3. Work a flexible schedule/shift/work area, including weekends, nights, and/or holidays
4. Can lift up to 49 pounds, stand/walk during shifts lasting up to 12 hours, and be able to frequently push, pull, squat, bend, and reach
5. Work 40 hours/week, and overtime as required
...",not sure,
Administrative Coordinator for Academic Technologies,2025-11-19,https://jobright.ai/jobs/info/691e4befa49a885af9a27637?utm_source=1100&utm_campaign=Education and Training,On Site,Ball State University,Ball State University,1001-5000,"Education,Higher Education",$16.50-$17.84 /hr,"1. Associate’s degree or equivalent combination of education and experience will be accepted in lieu of an associate’s degree.
2. One year of administrative office experience or related experience.
3. Strong organizational skills and comfort using a range of administrative programs
4. Strong verbal and written communication skills
5. Ability to organize and deliver training sessions
...",no,
Educational/Developmental Assistant - Murdoch,2025-11-19,https://jobright.ai/jobs/info/691e4b9009cc522e87738ad7?utm_source=1100&utm_campaign=Education and Training,On Site,"Granville County, NC",N.C. Department of Information Technology,1001-5000,,"$35,360-$46,991 /yr","1. High school or General Educational Development (GED) diploma
2. One year of experience working with students in an educational environment
3. Ability to pass a physical requirements test
4. Successful completion of the Murdoch Developmental Center 'Basic Training Series', which includes program library training, First Aid, Nonviolent Crisis Intervention Techniques (NVCI), CPR, Body Mechanics and lifting.",not sure,
"Field Training Coordinator - Region 61 - Chicago, Illinois",2025-11-19,https://jobright.ai/jobs/info/691e4a113f782d2f1afb36fa?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Springfield, IL",CVS Health,10000+,"Health Care,Medical",$18-$38 /hr,"1. 1+ years’ experience in a customer service, training delivery or relevant work experience
2. Nationally Certified Technician (CPhT via PTCB or ExCPT)
3. Licensed/Registered Technician within the state of hire
4. Highschool diploma or equivalent required",not sure,
AI & Innovation Specialist,2025-11-19,https://jobright.ai/jobs/info/691e45f33f782d2f1afb3380?utm_source=1100&utm_campaign=Education and Training,On Site,"Hyde Park, NY",The Culinary Institute of America,501-1000,"Cooking,Education",$70K-$75K /yr,"1. Bachelor’s degree in Education, Instructional Design Technology, Education Technology, or a closely related field.
2. Minimum of 1 year of demonstrated experience in a role involving educational technology, instructional design, or the application of emerging technologies within an academic or professional training environment.
3. Strong understanding of core AI concepts (e.g., machine learning, large language models, natural language processing) and their practical applications in education.
4. Hands-on proficiency with a range of AI tools and platforms relevant to pedagogy and research.
5. Familiarity with Learning Management Systems (LMS), such as Moodle, and their integration with third-party educational technologies.
...",not sure,
Constellation Schools - 4-9th Grade ELA Teacher,2025-11-19,https://jobright.ai/jobs/info/691e7b95a49a885af9a28f89?utm_source=1100&utm_campaign=Education and Training,On Site,"Cleveland, Ohio, United States",ACCEL Schools,501-1000,,$38500-$48000 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
1st Grade Teacher,2025-11-19,https://jobright.ai/jobs/info/691e3d51a49a885af9a26b89?utm_source=1100&utm_campaign=Education and Training,On Site,Columbus Bilingual Central,ACCEL Schools,501-1000,,$41000-$49000 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
"Studio Coach - Greeley, CO",2025-11-19,https://jobright.ai/jobs/info/691e3bda09cc522e87737efb?utm_source=1100&utm_campaign=Education and Training,On Site,United States - Studios,WeightWatchers,1001-5000,"Fitness,Health Care",$18-$21 /hr,"1. Social media savvy or content creator
2. Passionate about wellness and either a current WW member or excited to become one
3. Excellent at active listening to be able to provide our members with assistance
4. Able to travel to our workshop locations within the territory
5. Interested in a flexible, part-time schedule",not sure,
Family Outreach & Enrollment Associate - Bronx/Upper Manhattan,2025-11-19,https://jobright.ai/jobs/info/691e3b7b09cc522e87737ead?utm_source=1100&utm_campaign=Education and Training,On Site,"Bronx, NY",Zeta Charter Schools,101-250,Education,$62500-$75000 /yr,"1. Bilingual proficiency in English and Spanish is required.
2. Bachelor’s Degree.
3. Experience in sales or customer service (preferably working with families in an educational or social services setting).
4. Proven record of building and maintaining strong relationships with customers or external audiences.
5. Strong communication skills (verbal and written).
...",no,
